CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U52339MN2019OPC013953,WELLIWARES MARKETING (OPC) PRIVATELIMITED  ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,30-09-2019,Manipur,1000000,10000,52339,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,65 LOITANG KHUNOUMANING LEIKAI  ,ROC SHILLONG,incorppvt@gmail.com,NA,NA
U52393MN2020OPC014018,BEEYAH (OPC) PRIVATE LIMITED   ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,10-01-2020,Manipur,100000,100000,52393,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"C/O SALEM BIREN, IED-IILEITONG  ",ROC SHILLONG,Namanjain094@gmail.com,NA,NA
U52397MN1999PTC005950,TEAM MARKETING & ADVERTISING PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,19-11-1999,Manipur,2000000,20000,52397,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,URIPOK NAOREMTHONG BAZARIMPHAL WESTDIST IMPHAL WEST  ,ROC SHILLONG,NA,NA,NA
U52399MN2010PLC008263,IROM DEVELOPMENT & TRADING CO. LIMITED   ,STOF,Public,Company limited by Shares,Non-govt company,01-07-2010,Manipur,5000000,500000,52399,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"3rd FLOOR, GAMBHIR SINGH SHOPPING ARCADEB. T. ROAD  ",ROC SHILLONG,prasad_carajesh@yahoo.co.in,31-03-2014,31-03-2014
U52399MN2010PTC008268,RKS MARKETING & LOGISTIC PRIVATE LIMITED   ,UPSO,Private,Company limited by Shares,Non-govt company,09-09-2010,Manipur,2500000,200000,52399,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"M M BUILDING, PURANA BAZARTHANGAL BAZAR  ",ROC SHILLONG,boycha77@yahoo.com,NA,NA
U52399MN2011PTC008281,SHIJA COMMUNICATIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-05-2011,Manipur,1000000,100000,52399,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"Wangkhei Ningthem PukhriMapal, Imphal East  ",ROC SHILLONG,shija.com@gmail.com,31-03-2019,31-03-2019
U52399MN2013PTC008335,SANGAI TECHNOLOGIES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,23-04-2013,Manipur,10000000,300000,52399,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,69THANGAL BAZAR  ,ROC SHILLONG,pravin.cs@rediffmail.com,31-03-2016,31-03-2016
U64202MN1998PTC005535,ADVANCE MULTITECHNOLOGIES PVT LTD   ,UPSO,Private,Company limited by Shares,Non-govt company,17-09-1998,Manipur,1000000,660000,64202,Transport storage and communications,THANGMEIBANDSINAM LEIKAIIMPHAL WEST  ,ROC SHILLONG,jyotimanipur@yahoo.com,31-03-2011,31-03-2011
U64202MN1999PTC005947,SIJAMACHA ENTERPRISE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,16-11-1999,Manipur,2300000,2300000,64202,Transport storage and communications,URIPOKKANGCHUP ROAD   ,ROC SHILLONG,NA,NA,NA
U64202MN2002PTC006751,OPEN RESEARCH & COMMUNICATIONS PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,07-02-2002,Manipur,1000000,100000,64202,Transport storage and communications,"PALACE GATE,MANIPUR,   ",ROC SHILLONG,NA,NA,NA
U64202MN2011PTC008290,ALISHIYA NETTEL PRIVATE LIMITED   ,UPSO,Private,Company limited by Shares,Non-govt company,19-10-2011,Manipur,500000,100000,64202,Transport storage and communications,NEAR PUBLIC HOSPITAL HATTAIMPHAL EAST  ,ROC SHILLONG,barmancs@gmail.com,NA,NA
U64204MN2013PTC008333,IMPACT MEDIANET & COMMUNICATION PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,12-04-2013,Manipur,50000000,45285000,64204,Transport storage and communications,Handsome HousePaona Bazar  ,ROC SHILLONG,impacttvnews@gmail.com,31-03-2019,31-03-2019
U64204MN2017PTC013584,KAOBRU TELECOMUNICATION ENGINEERINGPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,06-10-2017,Manipur,100000,10000,64204,Transport storage and communications,"8832, 1 - N - 44 / 2,Palace Compound  ",ROC SHILLONG,wbinantasingh@gmail.com,31-03-2018,31-03-2018
U65100MN2019PLC013848,WELHUEX INDIA NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,08-04-2019,Manipur,1000000,500000,65100,Financial intermediation,27-A-8/3 SEGA ROAD KONJENGHAJARI LEIKAI  ,ROC SHILLONG,welhuexindia@gmail.com,NA,NA
U65910MN2010PLC008267,PANTHOIBI FINANCE COMPANY LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,06-09-2010,Manipur,50000000,500000,65910,Financial intermediation,"NEAR FLYOVER BRIDGE,URIPOK TOURANGBAM LEIKAI,  ",ROC SHILLONG,panfincl@gmail.com,31-03-2019,31-03-2019
U65921MN1988PTC002968,KHUNDRAKPAM FINANCE PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,28-04-1988,Manipur,2500000,20000,65921,Financial intermediation,B T ROAD  NEAR IRABAT BHAWANIMPHAL   ,ROC SHILLONG,NA,NA,NA
U65921MN1988PTC003076,HIGH TECH AUTO FINANCE PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,19-09-1988,Manipur,2000000,200000,65921,Financial intermediation,URIPOKIMPHAL   ,ROC SHILLONG,hightechautofinance@gmail.com,31-03-2012,31-03-2012
U65921MN1988PTC003089,SOCIO ECONOMIC FINANCE AND INVESTMENT PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,04-10-1988,Manipur,500000,60000,65921,Financial intermediation,LILONG BAZARTHOUBAL   ,ROC SHILLONG,NA,NA,NA
U65921MN1989PTC003307,J.D.HIRE PURCHASE AND FIANANCE COMPANY PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,26-06-1989,Manipur,7000000,900000,65921,Financial intermediation,MAHATMA GANDHI AVENUEIMPHAL   ,ROC SHILLONG,NA,NA,NA
U65921MN1992PTC014007,UPPAL CREDITS AND INVESTMENTS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,04-03-1992,Manipur,60000000,50000000,65921,Financial intermediation,"C-4-68/1, NAGAMAPAL RIMS ROADNEAR NITYANANDA MANDIR,  ",ROC SHILLONG,lamjingbafoundation@gmail.com,31-03-2019,31-03-2019
U65921MN1993PTC008270,YVU FINANCIAL SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-07-1993,Manipur,100000000,65273400,65921,Financial intermediation,WAIVIEW BHAWANTHOUBAL WANGMATABA  ,ROC SHILLONG,yvufinancial@yvu.co.in,31-03-2019,31-03-2019
U65921MN1996PTC004858,ZOGAM FINANCE AND HIRE PURCHASE CO PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,17-09-1996,Manipur,1000000,21000,65921,Financial intermediation,B VENGNUOMCHURACHANDPUR   ,ROC SHILLONG,NA,NA,NA
U65921MN2002PLC008241,NORTH EAST REGION FINSERVICES LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,06-11-2002,Manipur,800000000,676950000,65921,Financial intermediation,"JIM BLESSING HOME, GROUND FLOORSANGAIPROU, MAMANG LEIKAI, AIRPORT ROAD  ",ROC SHILLONG,nerefsltd_delhi@yahoo.com,31-03-2018,31-03-2018
U65922MN1979SGC001776,MANIPUR TRIBAL DEVELOPMENT CORPN LTD   ,ACTV,Private,Company limited by Shares,State Govt company,21-06-1979,Manipur,10000000,100000,65922,Financial intermediation,"NEW SECRETARIAT,LAMPHELHAT,  ",ROC SHILLONG,NA,NA,NA
U65922MN1986SGC002501,MANIPUR POLICE HOUSING CORPN LTD   ,ACTV,Private,Company limited by Shares,State Govt company,25-03-1986,Manipur,10000000,200000,65922,Financial intermediation,OLD 6TH MANIPUR RIFLES COMPLEX   ,ROC SHILLONG,NA,31-03-2012,31-03-2008
U65922MN1988PTC003064,REGIONAL FINANCE AND INVESTMENT PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,19-08-1988,Manipur,100000,3000,65922,Financial intermediation,URIPOK BACHASPATI LEIKAIIMPHAL   ,ROC SHILLONG,NA,NA,NA
U65922MN1988PTC003149,MEEYAMGEE CHAOKHAT MARUP FINANCE AND INVESTMENT PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,15-12-1988,Manipur,1000000,45000,65922,Financial intermediation,WANGKHEL THAMBALKHONGIMPHAL   ,ROC SHILLONG,NA,NA,NA
U65922MN1996PTC004662,LOKTAK FINANCE AND INVESTMENT PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,17-01-1996,Manipur,1000000,5000,65922,Financial intermediation,KEISHAMPAT JUNCTIONAIRPORT ROAD  IMPHAL   ,ROC SHILLONG,NA,NA,NA
U65922MN2006PLC008036,PANTHOIBI HOUSING FINANCE COMPANYLIMITED  ,ACTV,Public,Company limited by Shares,Non-govt company,19-01-2006,Manipur,150000000,95382000,65922,Financial intermediation,"NEAR FLYOVER BRIDGE,URIPOK TOURANGBAM LEIKAI,  ",ROC SHILLONG,phfcldc@gmail.com,31-03-2019,31-03-2019
U65929MN1987PLC002656,MANIPUR FINANCE AND INVESTMENT LIMITED   ,STOF,Public,Company limited by Shares,Non-govt company,20-02-1987,Manipur,500000,12500,65929,Financial intermediation,KEISHAMPAT   ,ROC SHILLONG,NA,NA,NA
U65929MN1988PTC003061,IMPHAL FINANCE AND INVESTMENT CO PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,17-08-1988,Manipur,1000000,7500,65929,Financial intermediation,KHER GAONIMPHAL   ,ROC SHILLONG,NA,NA,NA
U65929MN1989PLC003297,MANIPUR BUSINESS AND COMMERCIAL DEVELOPMENT LTD  ,STOF,Public,Company limited by Shares,Non-govt company,12-06-1989,Manipur,1000000,26000,65929,Financial intermediation,"THANGAL BAZAR,   ",ROC SHILLONG,NA,NA,NA
U65929MN1989PTC003177,NEW IMPERIAL FINANCE AND INDUSTRIES PVTLTD  ,STOF,Private,Company limited by Shares,Non-govt company,08-02-1989,Manipur,500000,10000,65929,Financial intermediation,PAONA BAZARIMPHAL   ,ROC SHILLONG,NA,NA,NA
U65929MN1989PTC003219,MANIPUR PROGRESSIVE FINANCE AND INVESTMENT COMPANY PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,09-03-1989,Manipur,500000,2000,65929,Financial intermediation,TANGKHUL AVENUECHINGMEIRONGIMPHAL  ,ROC SHILLONG,NA,NA,NA
U65929MN1989PTC003228,KANGLEIPAK ECONOMIC AND FINANCIAL COMPANY PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,27-03-1989,Manipur,1000000,250000,65929,Financial intermediation,KONGBA BAZARIMPHAL   ,ROC SHILLONG,NA,NA,NA
U65929MN1989PTC003285,MANIPUR FRANC FINANCE AND INVESTMENT PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,01-06-1989,Manipur,250000,3000,65929,Financial intermediation,SINGJAMEI SOUGRAKPAM LEIKAIIMPHAL   ,ROC SHILLONG,NA,NA,NA
U65929MN1994PTC004248,RAJSI AGRO FARMS PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,28-09-1994,Manipur,20000,20,65929,Financial intermediation,NA,ROC SHILLONG,NA,NA,NA
U65929MN1998PLC005588,NORTH EASTERN INVESTMENTS COMPANY LIMITED  ,STOF,Public,Company limited by Shares,Non-govt company,18-11-1998,Manipur,2500000,25000,65929,Financial intermediation,"RIMS ROAD,   ",ROC SHILLONG,NA,NA,NA
U65929MN1998PTC005544,CITY COMMERCIAL INVESTMENT CO PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,25-09-1998,Manipur,20000000,20000000,65929,Financial intermediation,URIPOKKANGCHUP ROAD  ,ROC SHILLONG,dkbc_imp@rediffmail.com,31-03-2012,31-03-2012
U65929MN1998PTC005585,LAISHRAM FINANCE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,12-11-1998,Manipur,100000,65000,65929,Financial intermediation,SAGOLBAND ENGUDAM LEIKIAMAMANG LEIRAKIMPHAL  ,ROC SHILLONG,NA,NA,NA
U65929MN2000PLC006323,NORTH EASTERN TRADE FINANCE & INVESTMENT COMPANY LIMITED  ,STOF,Public,Company limited by Shares,Non-govt company,27-09-2000,Manipur,50000000,29510000,65929,Financial intermediation,"KHOYATHANG BAZAR,   ",ROC SHILLONG,NA,31-03-2006,31-03-2006
U65929MN2001PTC006626,MANIPUR RURAL FINANCE AND INVESTMENT COMPANY PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,17-09-2001,Manipur,20000000,2156000,65929,Financial intermediation,KONTHOUJAM EASTLANGINGPATSOI IMPHAL  ,ROC SHILLONG,NA,NA,NA
U65929MN2013NPL008341,SABITA VISION MICRO FINANCE   ,ACTV,Private,Company limited by Shares,Non-govt company,05-07-2013,Manipur,2000000,350000,65929,Financial intermediation,SINGJAMEI LIWA ROADBOKUL MAKHONG MAIBAM LEIKAI PO PS SINGJAMEI  ,ROC SHILLONG,rakeshimp@gmail.com,NA,NA
U65929MN2015NPL008442,LOYALAM MICROFINANCE PROJECTS   ,ACTV,Private,Company limited by Shares,Non-govt company,30-09-2015,Manipur,10000000,5900000,65929,Financial intermediation,"PINK TOWER, 3RD FLOOR, KHURAI SAJOR THOIDINGJAMLEIKAI, UKHRUL ROAD, NEAR PETROL PUMP  ",ROC SHILLONG,loyamicrofin@gmail.com,31-03-2019,31-03-2019
U65929MN2016NPL008457,PANTHOIBI MICROFIN   ,ACTV,Private,Company limited by Shares,Non-govt company,18-02-2016,Manipur,10000000,6900000,65929,Financial intermediation,"URIPOK, TOURANGBAM LEIKAI,LAMPHEL  ",ROC SHILLONG,panthoibimicrofin@gmail.com,31-03-2019,31-03-2019
U65929MN2018PTC013765,MANNA TRADING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,31-10-2018,Manipur,1000000,400000,65929,Financial intermediation,"Thongam Leikai, Thoubal, AthokpamAwang Leikai  ",ROC SHILLONG,pcsvaibhavgarg@gmail.com,NA,NA
U65929MN2019PTC013895,LAMJINGBA CHITFUND PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-07-2019,Manipur,1500000,1000000,65929,Financial intermediation,"C/O K BUNGBUNG SINGHIED-II, C-4-68/1, NAGAMAPAL RIMS ROAD  ",ROC SHILLONG,ougricpl@gmail.com,NA,NA
U65990MN2012NPL008307,LAMJINGMEIRA MICRO FINANCE   ,ACTV,Private,Company limited by Shares,Non-govt company,26-07-2012,Manipur,800000,700000,65990,Financial intermediation,NAGAMAPAL LAMABAM LEIKAIP.O. LAMPHEL  ,ROC SHILLONG,akoijam1984@gmail.com,31-03-2019,31-03-2019
U65990MN2013PTC008340,KB FOREX PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-06-2013,Manipur,3000000,3000000,65990,Financial intermediation,"THANGALBAZAR, OPP. CENTRAL BANK OF INDIAIMPHAL  ",ROC SHILLONG,kbforexpl@gmail.com,31-03-2017,31-03-2017
U65990MN2017PLC013603,APUNBA SENFAM NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,13-11-2017,Manipur,10000000,3562500,65990,Financial intermediation,"WHITE TOWER,URIPOK ACHOM LEIKAI,MAIN RD.OPPOSITE SHAKHI DEVI GIRLS HIGH SCHOOL,  ",ROC SHILLONG,apunba.nidhi@gmail.com,31-03-2019,31-03-2019
U65990MN2018PLC013741,LAMJINGBA NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,26-09-2018,Manipur,3000000,1130800,65990,Financial intermediation,"C/O. K. BUNGBUNG SINGH, IED-II, C-4-68/1NAGAMAPAL RIMS ROAD  ",ROC SHILLONG,ougricpl@gmail.com,NA,NA
U65990MN2019PLC013827,YENGKHOM NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,05-03-2019,Manipur,1000000,500000,65990,Financial intermediation,C/O YENGKHOM BINOY IED-IIPSP-746(LSD2) IROISEMBA LOUREMBAM LEIKAI  ,ROC SHILLONG,ougricpl@gmail.com,NA,NA
U65990MN2019PLC013845,PHYTOLIFE NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,01-04-2019,Manipur,1000000,500000,65990,Financial intermediation,"C/o Soibam Sarat Singh, ChajingMairenkhong, Lilong Chajing  ",ROC SHILLONG,pcsvaibhavgarg@gmail.com,NA,NA
U65990MN2019PLC013897,SEMFU ENTERPRISES NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,11-07-2019,Manipur,1000000,700000,65990,Financial intermediation,"173, TAKYEL KOLOM LEIKAINANC ROAD, NEAR TEMPLE  ",ROC SHILLONG,aditya.advan@gmail.com,NA,NA
U65990MN2019PLC013923,NINGTHOUJA GENERATION NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,08-08-2019,Manipur,1000000,500000,65990,Financial intermediation,"C/O. L GOKULCHANDRA SINGHIED-II E-1-50/5, URIPOK, LSD-I  ",ROC SHILLONG,KUNJACMSPL@GMAIL.COM,NA,NA
U65990MN2019PLN013944,VALUE 2 WORTH NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,16-09-2019,Manipur,1000000,1000000,65990,Financial intermediation,"FIRST FLOOR, OPPOSITE MAHINDRA SHOWROOMGHARI-AIRPORT ROAD  ",ROC SHILLONG,VALUE2WORTH@GMAIL.COM,NA,NA
U65990MN2019PTC013899,IRA FINANCE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-07-2019,Manipur,25000000,25000000,65990,Financial intermediation,"121 KHURAI SAJOR LEIKAI, UKHRUL ROADOPPOSITE BABU HOTEL, IMPHAL EAST  ",ROC SHILLONG,irayum777@gmail.com,NA,NA
U65990MN2019PTC013969,LOISEI INVESTMENT & FINANCE PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,29-10-2019,Manipur,100000,100000,65990,Financial intermediation,HOUSE NO 37 S BOLJANG VILLAGECHURACHANDPUR  ,ROC SHILLONG,LOISEIINVESTMENT122@GMAIL.COM,NA,NA
U65990MN2020PLN014027,NEWKITE NIDHI LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,23-01-2020,Manipur,1000000,1000000,65990,Financial intermediation,"NEW LAMBULANE, NEW CHEKON ROAD,EDEN TOWER  ",ROC SHILLONG,nkgroup@19gmail.com,NA,NA
U99999MN1963PLC012775,MALNACL LABORATORIES PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,16-11-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012776,NETOR MARKETING COMPANY PRIVTE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,16-11-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012777,FARMAK PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,16-11-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012778,LILLY LABORATORIES (INDIA) PRIVATELIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,16-11-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012779,SHURAGUWA INDUSTRIES PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,19-11-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012780,HANDLOOM (INDIA) & GARMENTS INDUSTRIESPRIVATE LIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,19-11-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012781,VANSAL AND VANSAL PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,23-11-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012782,GOODTESE INDUSTRIES PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,27-11-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012783,ANIMAL CASINGS EXPORTERS ASSOCIATIONLIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,27-11-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012784,R.L. CHEMICAL INDUSTRIES PRIVATELIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,29-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012785,EAW METERS AND MOTORS PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,03-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012786,SUPREME WASHERBALLS PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,03-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012787,SHREE RADHA SERVICES PRIVATE LIMITED   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,04-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012788,M.S.& ALLOY ELECTRODES PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,05-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012789,LOTUS PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,06-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012790,MIRAJ AUTOMOBILE PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,07-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012791,VOG OVERSEAS PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,09-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012792,ALL INIDA STAINLESS STEEL INDUSTRIESASSOCIATION.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,09-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012793,R.S.SETH GOPIKISAN AGROWAL PROPERTIESPRIVATE LIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,10-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012794,SHREE GAJANAN CHEMICAL INDISTRIESPRIVATE LIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,10-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012795,BOMBAY CERAMIC AGENCIES PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,11-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012796,EMEMCO INVESTMENTS PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,11-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012797,NENSHI MONJI MINERALS INDUSTRIES PRIVATE LIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,12-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012798,EMIC ENGINEERING COMPANY PRIVATELIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,16-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012799,METREX PRIVTE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,17-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012800,KESAR CHEMICALS LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,19-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012801,VULCAN ENGINEERS PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,20-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012802,ATRE THEATRES PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,20-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012803,UNISEVEN PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,21-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012804,VIJAY STRUCTURALS PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,21-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012805,KAPEESH TRANSPORT & FINANCE COMPANYPRIVATE LIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,24-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012806,PRESTIGE BUILDERS PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,24-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012807,STRESSED CONCRETE CONSTRUCTION PRIVATELIMITED.  ,NAEF,Public,Company Limited by Guarantee,Non-govt company,27-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
U99999MN1963PLC012808,PAELI ASSOCIATES PRIVATE LIMITED.   ,NAEF,Public,Company Limited by Guarantee,Non-govt company,27-12-1963,Manipur,0,0,99999,Extraterritorial organizations and bodies,NA,ROC SHILLONG,NA,NA,NA
